name,genre
 Ray J ,Hip-Hop/Rap
 Ray LaMontagne ,Folk-Rock
 Ray Price ,Country
 Ray Stevens ,Country
 Ray Wylie Hubbard ,Country
 Real Money ,Hip-Hop/Rap
 Reba McEntire ,Contemporary Country
 Rebelution ,Alternative
 Reckless Kelly ,Country
 Red Hot Chili Peppers ,Rock
 Red Line Chemistry ,Rock
 Red Steagall ,Country
 Redman ,MADE
 Rehab ,Hip-Hop/Rap
 Reik ,Latin
 REO Speedwagon ,Rock
 Restless Heart ,Country
 Rev. James Cleveland ,Inspirational
 Reverend Dr. Morgan Babb ,Inspirational
 Revolting Cocks ,Alternative
 Rhett Akins ,Country
 Rhonda Vincent ,Country
 Rhydian ,Rock
 Ricardo Arjona ,Pop Latino
 Rich Gang ,Hip-Hop
 Richard Marx ,Adult Contemporary
 Rick Astley ,Pop
 Rick Danko ,Classic Rock
 Rick Ross ,Hip-Hop/Rap
 Ricky Martin ,World/International
 Ricky Skaggs ,Country
 Ricky Van Shelton ,Country
 Riff Raff ,Hip-Hop
 Right Said Fred ,Disco
 Rigna Folk ,Indie Rock
 Rihanna ,Pop
 Rita Ora ,Pop
 Rivermaya ,Rock
 Rixton ,Pop/Rock
 Rob Thomas ,Rock
 Robbie Williams ,Pop
 Robert DeLong ,Alternative
 Robert Earl Keen ,Blues/Folk
 Robert Francis ,Rock
 Robert Palmer ,Soul
 Robert Plant ,Rock
 Roberto Carlos ,Latin
 Roberto Tapia ,Latin
 Robin Lee Field ,Singer/Songwriter
 Robin Thicke ,R&B/Soul
 Robyn ,Pop
 Rocío Dúrcal ,Latin
 Rod Stewart ,Rock
 Rodney Atkins ,Country
 Rodney Carrington ,Comedy
 Rodney Crowell ,Americana
 Rodrigo y Gabriela ,World
 Roger Miller ,Country
 rollen stoner ,West Coast Rap
 Romeo Santos ,Latin
 Ronnie Dunn ,Contemporary Country
 Ronnie James Dio ,Rock
 Ronnie McDowell ,Country
 Ronnie Milsap ,Country
 Ronny Jordan Flow ,Hip-Hop
 Rosanne Cash ,Country
 Rosco Bandana ,Alternative Country
 Rose Falcon ,Country
 Ross Lynch ,German Pop
 Roxette ,Pop/Rock
 Roy Acuff ,Country
 Roy Clark ,Country
 Roy D. Mercer ,Country
 Roy Orbison ,Rock
 Ruben Studdard ,R&B/Soul
 Ruelle ,Electronic
 Rufnec Travv ,Hip-Hop
 Run C & W ,Country
 Run-D.M.C. ,Hip-Hop/Rap
 Rush ,Alternative
 Ruthie Collins ,Country
 Ryan Adams ,Alternative Country
 Ryan Tedder ,Pop/Rock
 Sade ,Soul
 Saint Gurmeet Ram Rahim Singh Ji Insan ,Praise & Worship
 Saint Motel ,Indie Rock
 Sal Da Vinci ,Easy Listening/Vocal
 Salt-N-Pepa ,Hip-Hop/Rap
 Sam RUBIK ,Hip-Hop/Rap
 Sammi Smith ,Country
 Sammy Arriaga ,Contemporary Country
 Sammy Hagar ,Rock
 Sammy Kershaw ,Country
 Samuel Christian ,World
 Sandi Patty ,Inspirational
 Sanek ,Hip-Hop/Rap
 Santana ,Rock
 Sara Bareilles ,Singer/Songwriter
 Sara Evans ,Country
 Sarah Blasko ,Rock
 Sarah Brightman ,Pop
 Sarah Ross ,Country
 Savage Garden ,Pop
 Sawyer Brown ,Country
 Sawyer Fredericks ,Blues/Folk
 SayWeCanFly ,Pop/Rock
 Scarface ,Hip-Hop/Rap
 Scarlett Johansson ,Lounge
 Schoolboy Q ,Rap
 Scorpions ,Rock
 Scotty McCreery ,Country
 Seal ,R&B/Soul
 Sean Gilley ,Dance
 Sean Kingston ,Hip-Hop/Rap
 Sean Paul ,Reggaeton y Hip-Hop
 Sebastian Mikael ,R&B/Soul
 Secondhand Serenade ,Alternative
 Seether ,Rock
 Selah Sue ,Movies
 Seldom Scene ,Rock
 Selena ,World/International
 Selena Gomez ,Pop
 Semino Rossi ,Easy Listening/Vocal
 Senses Fail ,Punk
 Sepultura ,Rock
 Serena Ryder ,Pop/Rock
 Set It Off ,Alternative
 Sevyn Streeter ,R&B/Soul
 Shabba Ranks ,Reggae
 Shaggy ,Reggae
 Shakin' Stevens ,Alternative
 Shakira ,World/International
 Shane Owens ,Country
 Shane Runion Band ,Pop/Rock
 Shania Twain ,Country
 Shanna Henderson ,Contemporary Country
 Shannon Brown ,Country
 Sharon Isbin ,Classical
 Shaun Cassidy ,Pop
 Shawn Mendes ,Rock
 Shawn Mullins ,Rock
 Shayne Ward ,Rock
 Shea Seger ,Pop
 SHeDAISY ,Country
 Sheila on 7 ,Rock
 Shekinah Glory Ministry ,Inspirational
 Shelby Lynne ,Americana
 Shenandoah ,Country
 Sherrié Austin ,Country
 Sheryl Crow ,Country
 Shinedown ,Rock
 SHINee ,World/Reggae
 Shirley Bassey ,Dance/Electronic
 Shooter Jennings ,Country
 Shovels & Rope ,Blues/Folk
 Shreya Ghoshal ,World/Reggae
 Sia ,Pop
 Sick Puppies ,Rock
 Sierra Hull ,Americana
 Silverchair ,Rock
 Simon & Garfunkel ,Blues/Folk
 Simple Plan ,Pop/Rock
 Simply Red ,Soul
 Sinéad O'Connor ,Rock
 Siouxsie Sioux ,Alternative
 Sisqó ,Contemporary R&B
 Sister Sledge ,Soul
 Siti Nurhaliza ,Rock
 Six Feet Under ,Rock
 Sixto Rodriguez ,Rock
 Sixx:A.M. ,Rock
 Sizzla ,Reggae
 Skillet ,Christian Rock
 Skip Ewing ,Country
 Skrillex ,Electronic
 Sleeping With Sirens ,Pop/Rock
 Slick Rick ,Hip-Hop/Rap
 Slim Thug ,Hip-Hop/Rap
 Slim Whitman ,Country
 Slipknot ,Metal
" Slow Duck Saloon, Muskogee OK ",Alternative Country
 SMASHY ,R&B/Soul
 Smoke DZA ,Hip-Hop
 Smokey Robinson ,R&B/Soul
 Smokie ,Alternative
 Snatches of Pink ,Alternative
 Snoop Dogg ,Hip-Hop/Rap
 Snow Patrol ,Rock
 SOiL ,Rock
 Sophie Ellis-Bextor ,Dance/Electronic
 Soul Asylum ,Alternative
 Soulja Boy Tell Em ,Hip-Hop
 Soundgarden ,Rock
 Spalding Rockwell ,Electronic/Dance
 Sparta ,Rock
 Spice Girls ,Pop
 Spooks ,Hip-Hop/Rap
 Squarepusher ,Electronic
 Squirm G ,Hip-Hop
 St. Vincent ,Alternative
 Starf*cker ,Rock
 Static The Prodigy ,Hip-Hop/Rap
 Steel Magnolia ,Country
 Steel Panther ,Rock
 Stefan Grossman ,Blues/Folk
 Stephanie Quayle ,Country
 Steps (Pop) ,Pop
 Steve Angello ,Electronic/Dance
 Steve Aoki ,Dance
 Steve Earle ,Folk-Rock
 Steve Forbert ,Blues/Folk
 Steve Holy ,Contemporary Country
 Steve McGrew ,Comedy/Spoken Word
 Steve Perry ,Pop
 Steve Wariner ,Country
 Steven Drakes ,R&B/Soul
 Steven Fromholz ,Country
 Steven Tyler ,Rock
 Stevie Lee Woods ,Country
 Stevie Nicks ,Rock
 Stevie Wonder ,R&B/Soul
 Sticky Fingaz ,Hip-Hop/Rap
 Sting ,Rock
 Stonewall Jackson ,Country
 Stoney LaRue ,Country
 Stray Cats ,Rock
 Striking Matches ,Country
 Stromae ,House
 Stunt Tha Boss ,Hip-Hop/Rap
 Sturgill Simpson ,Country
 Styx ,Alternative
 Sublime ,Alternative
 Sugar Ray ,Rock
 Sugarland ,Country
 Suicidal Tendencies ,Punk
 Sundy Best ,Country
 Sunny Sweeney ,Traditional Country
 Sunshine Anderson ,R&B/Soul
 Survivor ,Pop
 Susan Boyle ,Pop
 Suzy Bogguss ,Country
 Sven Apenimon ,Metal
 Swedish House Mafia ,Dance
 Swing Out Sister ,Pop
 SWV ,Hip Hop
 Sylvia ,Hip-Hop/Rap
 System of a Down ,Rock
 T-Ferg ,Hip-Hop/Rap
 T-Pain ,Hip-Hop/Rap
 T. Graham Brown ,Country
 t.A.T.u. ,Pop
 T.I. ,Hip-Hop/Rap
 Taio Cruz ,Rock
 Take 6 ,R&B/Soul
 Take That ,Pop
 Taking Back Sunday ,Rock
 Talk Talk ,Alternative
 Talking Heads ,Rock
 Tamar Braxton ,Contemporary R&B
 Tamia ,R&B/Soul
 Tammy Wynette ,Country
 Tank ,R&B/Soul
 Tanya Tucker ,Country
 Tara MacLean ,Blues/Folk
 Tarkan ,World/Reggae
 Taylor Hicks ,Rock
 Taylor Swift ,Pop
 Teairra Mari ,R&B/Soul
 Tears for Fears ,Pop
 Tech N9ne ,Hip-Hop/Rap
 Teddy Pendergrass ,R&B/Soul
 Teena Marie ,Soul
 Tegan and Sara ,Pop/Rock
 Tego Calderón ,Hip-Hop/Rap
 Tennessee Ernie Ford ,Country
 Terence Trent D'Arby ,R&B/Soul
 Terri Clark ,Country
 Terri Gibbs ,Country
 Terror Squad ,Hip-Hop/Rap
 Tesla ,Rock
 TESSA ,Pop
 Tevin Campbell ,R&B/Soul
 The 1975 ,Indie Rock
 The Academy Is... ,Rock
 The Adverts ,Rock
 The Affair ,Rock
 The All-American Rejects ,Pop
 The Amazing Rhythm Aces ,Country
 The Avett Brothers ,Rock
 The B-52's ,Rock
 The Band Perry ,Country
 The Bangles ,Rock
 The Beach Boys ,Rock
 The Beatles ,Pop
 The Beautiful South ,Alternative
 The Bellamy Brothers ,Country
 The Big F ,Rock
 The Black Crowes ,Rock
 The Black Keys ,Alternative
 The Bloody Beetroots ,Electronic
 The Breakups ,Indie Rock
 The Bros. Landreth ,Americana
 The Cadillac Three ,Outlaw Country
 The Calling ,My Super Sweet 16
 The Canton Spirituals ,Inspirational
 The Chainsmokers ,House
 The Chuck Wagon Gang ,Country
 The Civil Wars ,Alternative Folk
 The Corrs ,Pop
 The Cranberries ,Rock
 The Cult ,Rock
 The Cure ,College Rock
 The Davis Sisters (Gospel) ,Country
 The Decemberists ,Rock
 The Distillers ,Rock
 The Dogs ,Alternative
 The Doobie Brothers ,Pop
 The Doug Dillard Band ,Country
 The Eraserheads ,Rock
 The Everly Brothers ,Rock
 The Fabulous Thunderbirds ,Blues/Folk
 The Fat Boys ,Hip-Hop/Rap
 The Feeling ,Alternative
 The Flaming Lips ,Alternative
 The Forester Sisters ,Country
 The Fray ,Rock
 The Georgia Satellites ,Rock
 The Gibson Brothers ,Bluegrass
 The Glitch Mob ,Electronica
 The Grascals ,Bluegrass
 The Hidden Cameras ,Indie Rock
 The Hoppers ,Inspirational
 The Isley Brothers ,R&B/Soul
 The Jackson 5 ,R&B/Soul
 The JaneDear Girls ,Country
 The Jets ,Soul
 The Judds ,Country
 The Kendalls ,Country
 The Kentucky Headhunters ,Rock
 The Killers ,Rock
 The Knives ,Rock
 The Kuntry Boyz ,Country
 The Lacs ,Alternative Country
 The Lettermen ,Easy Listening/Vocal
 The Libertines ,Rock
 The Lonely Island ,Comedy
 The Lumineers ,Folk-Rock
 The Lynns ,Country
 The Mamas & The Papas ,Rock
 The Marshall Tucker Band ,Southern Rock
 The Mavericks ,Contemporary Country
 The Mike Lynch Band ,Pop/Rock
 The Misfits ,Rock
 The Monkees ,Rock
 The Mugshots ,Rock
 The Mullins Sisters ,Country
 The Neighbourhood ,Alternative
 The Nitty Gritty Dirt Band ,Rock
 The Notionaries ,Alternative
 The Notorious B.I.G. ,Hip-Hop
 The Oak Ridge Boys ,Country
 The Offspring ,Punk
 The Other Two ,Alternative
 The Pointer Sisters ,R&B/Soul
 The Police ,Rock
 The Postal Service ,Dance/Electronic
 The Pretenders ,Rock
 The Pretty Reckless ,Rock
 The Pussycat Dolls ,Pop
 The Ramones ,Rock
 The Rasmus ,Rock
 The Rat Pack ,Jazz
 The Ready Set ,Pop
 The Red Jumpsuit Apparatus ,Christian Rock
 The Replacements ,Alternative
 The Rolling Stones ,Rock
 The Ronettes ,R&B/Soul
 The Runaways ,Rock
 The Script ,Pop/Rock
 The Sex Pistols ,Punk
 The Smashing Pumpkins ,Alternative
 The Smiths ,Rock
 The Spill Canvas ,Rock
 The Stanley Brothers ,Country
 The Statler Brothers ,Country
 The Stone Roses ,Rock
 The Surfaris ,Surf
 The Swon Brothers ,Country
 The Temptations ,R&B/Soul
 The Thompson Brothers Band ,Country
 The Used ,Alternative
 The Vacations ,Indie Rock
 The Vamps ,Pop/Rock
 The Verve ,Rock
 The Wailers ,Reggae
 The Walkmen ,Alternative
 The Wanted ,Pop
 The Weeknd ,R&B/Soul
 The Whites ,Country
 The Who ,Alternative
 The Williams Brothers ,Inspirational
 The XX ,Indie Rock
 Theory of a Deadman ,Rock
 TheRealConfidence ,Rap
 TheRockTheDance ,House
 Third Eye Blind ,Alternative
 Thirty Seconds to Mars ,Rock
 Thom Yorke ,Rock
 Thomas Rhett  ,Contemporary Country
 Thompson Square ,Country
 Three Days Grace ,Alternative
 Three Dog Night ,American Trad Rock
 Thunder ,Classic Rock
 Tierra Cali ,Latin
 Tiësto ,Electronic
 Tiffany ,Pop
 Tim Dugger ,Country
 Tim McGraw ,Country
 Tim Wilson ,Country
 Timbaland ,Hip-Hop/Rap
 Time Jumpers ,Country
 Timeflies ,Electronic
 TimieSter ,Afro-Pop
 Tina Turner ,Pop
 Tinashe ,R&B/Soul
 Tink ,R&B
 TJ Howard ,Contemporary Country
 TLC ,R&B/Soul
 Toby Keith ,Country
 Todd Snider ,Alternative
 Tokio Hotel ,Pop/Rock
 Tom Jones ,Pop
 Tom Odell ,Alternative
 Tom Petty & The Heartbreakers ,Rock
 Tom T. Hall ,Country
 Tom Tom Club ,Pop/Rock
 Tommy B ,Hip-Hop/Rap
 Tommy Lee ,Rock
 Tommy Tee ,Hip-Hop
 Toni Braxton ,R&B/Soul
 Tony Bennett ,Standards
 Tony Ocasio ,Latino
 Tony! Toni! Toné! ,Hip Hop
 Too Short ,Hip-Hop/Rap
 Tool ,Rock
 Tori Amos ,Rock
 Tori Kelly ,Pop/Rock
 Tove Lo ,Pop
 Trace Adkins ,Country
 Tracy Byrd ,Country
 Tracy Chapman ,Rock
 Tracy Lawrence ,Country
 Train ,Pop/Rock
 Trans-Siberian Orchestra ,Rock
 Trappa Twan ,Hip-Hop/Rap
 Trapt ,Rock
 Travi$ Scott ,Hip-Hop/Rap
 Travie McCoy ,Hip-Hop
 Travis Barker ,Hip-Hop/Rap
 Travis Tritt ,Country
 Trey Songz ,R&B/Soul
 Trick Daddy ,Hip-Hop/Rap
 Trick Pony ,Country
 Trina ,Hip Hop
 Trisha Yearwood ,Country
 Trono de Mexico ,Latin
 Turnpike Troubadours ,Country
 Tweet ,R&B/Soul
 Twenty One Pilots ,Alternative
 Twista ,Hip-Hop/Rap
 Ty Dolla $ign ,Hip-Hop
 Tycho ,Ambient
 Tyga ,Hip-Hop/Rap
 Tyler Farr ,Contemporary Country
" Tyler, The Creator ",Hip-Hop/Rap
 Type O Negative ,Metal
 Tyrese ,R&B/Soul
 U2 ,Rock
 UB40 ,Reggae
 Udit Narayan ,World/Reggae
 Uncle Kracker ,Alternative Country
 Usher ,Pop
 V.V. Brown ,Rock
 Vampire Weekend ,Indie Rock
 Van Halen ,Classic Rock
 Van Morrison ,Rock
 Vance Joy ,Alternative
 Vanessa Carlton ,Pop/Rock
 Vanessa Hudgens ,Rock
 Vanessa Paradis ,Pop
 Vanilla Ice ,Hip-Hop/Rap
 Various Artists ,Hip-Hop/Rap
 Veil ,Alternative
 Vern Gosdin ,Traditional Country
 Verse Simmonds ,Contemporary R&B
 Vicente Fernández ,World/International
 Vince Gill ,Country
 Vince Neil ,Classic Rock
 Vinioci ,House
 Vonda Shepard ,R&B/Soul
 vsopilla ,Hip-Hop/Rap
 Vybz Kartel ,World/Reggae
 Waka Flocka Flame ,Rap
 Wale ,Hip-Hop
 WALK THE MOON ,Alternative
 Wallpaper. ,Pop
 Wanda Jackson ,Country
 Warpaint ,Indie Rock
 Washboard Willie ,Blues/Folk
 Waylon Jennings ,Country
 Wayne Newton ,Easy Listening/Vocal
 We Are The In Crowd ,Pop/Rock
 Webb Pierce ,Country
 Weezer ,Rock
 Wendy O. Williams ,Rock
 Wes Cook band ,Country
 Westlife ,Pop
 Wet Wet Wet ,R&B
 Wham! ,Pop
 WheeZzy 'Tha Manic' ,Rap
 Whitesnake ,Rock
 Whitney Houston ,Pop
 Will Garrett ,Country
 Will Gatz ,Hip-Hop/Rap
 Will Smith ,Hip-Hop/Rap
 Will Young ,Pop
 Will.I.Am ,Pop
 Willa Ford ,Pop
 William Fitzsimmons ,Contemporary Folk
 William Michael Morgan ,Country
 Willie Banks & The Messengers ,Inspirational
 Willie Clayton ,Soul
 Willie Nelson ,Country
 Willow Smith ,R&B
 Wilson Phillips ,Pop
 WishTheVoice ,Electronica
 Wisin Y Yandel ,Latin
 Wiz Khalifa ,Hip-Hop/Rap
 wizdom Phoenix ,R&B/Soul
 Wolfgang Petry ,Pop
 Wolfmother ,Rock
 Wreckless Eric ,Alternative
 Wu-Tang Clan ,Hip-Hop
 Wyclef Jean ,J-Pop
 Wynonna ,Country
 X Ambassadors ,Alternative
 X JAPAN ,World/Reggae
 Xae Maximum ,IDM/Experimental
 Xander Demos ,Metal
 XmafaX ,Metal
 XXAL ,Dirty South
 Yandel ,World/Reggae
 Yanni ,Pop
 yasmeen williams ,Gospel
 Yaz ,Alternative
 Years & Years ,Rock
 Yemi Alade ,Afro-Beat
 Yes ,Rock
 YG ,Hip-Hop
 Ying Yang Twins ,Hip-Hop/Rap
 Yiruma ,World/Reggae
 Ylvis ,Goth Rock
 Yo Gotti ,Hip-Hop/Rap
 Yo-Yo ,Hip-Hop/Rap
 Yolanda Adams ,R&B/Soul
 YONDON ,Hip-Hop/Rap
 YonnieMcfly ,Hip-Hop/Rap
 You Me At Six ,Rock
 Young Dro ,Hip-Hop
 Young Fresh Da Don ,Hip-Hop/Rap
 Young Jeezy ,Hip-Hop/Rap
 Young Money ,Hip-Hop
 Young Pyrex Martinez ,Hip-Hop/Rap
 Young Thug ,Hip-Hop
 Young_millz ,Gangsta Rap
 Youngblood Hawke ,Indie Rock
 Youssou N'Dour ,World/International
 Yovie & Nuno ,World/Reggae
 Yuri ,Latin
 Z-Ro ,Hip-Hop
 Zac Brown Band ,Country
 Zac Efron ,Hip-Hop/Rap
 Zack Knight ,Contemporary R&B
 Zakk Wylde ,Rock
 Zebras In Public ,Pop/Rock
 Zedd ,Electronic
 Zee Avi ,Alternative
 Zendaya ,Rock
 Ziggy Marley ,Reggae
 ZZ Top ,Rock
 ZZ Ward ,Alternative
 安室奈美恵 ,World/Reggae
 陳奕迅 ,World/Reggae
